V1,n.schools,match1,matchf,check
"<a href=../../../college/schools/profile.asp?T=22026>Indiana Wesleyan University</a> (Marion, Indiana)",1,Indiana,Indiana,3
"<a href=../../../college/schools/profile.asp?T=20396>Jackson State University</a> (Jackson, Mississippi)",1,Jackson State,Jackson State,1
"<a href=../../../college/schools/profile.asp?T=20412>North Carolina A&T State University</a> (Greensboro, North Carolina)",1,North Carolina,NC A&T State,2
"<a href=../../../college/schools/profile.asp?T=20287>Baylor University</a> (Waco, Texas), <a href=../../../college/schools/profile.asp?T=22406>Heartland Community College</a> (Normal,IL)",1,Baylor,Baylor,1
"<a href=../../../college/schools/profile.asp?T=20472>University of Utah</a> (Salt Lake City, Utah), <a href=../../../college/schools/profile.asp?T=20333>Saddleback College</a> (Mission Viejo, California)",1,Utah,Utah,1
"<a href=../../../college/schools/profile.asp?T=20498>University of New Orleans</a> (New Orleans, Louisiana)",1,New Orleans,New Orleans,1
"<a href=../../../college/schools/profile.asp?T=20307>Stetson University</a> (DeLand, Florida), <a href=../../../college/schools/profile.asp?T=20164>Seminole State College</a> (Seminole, Oklahoma)",1,Stetson,Stetson,1
"<a href=../../../college/schools/profile.asp?T=20373>Austin Peay State University</a> (Clarksville, Tennessee), <a href=../../../college/schools/profile.asp?T=21021>Feather River College</a> (Quincy, California)",1,Austin Peay,Austin Peay,1
"<a href=../../../college/schools/profile.asp?T=20880>Campbell University</a> (Buies Creek, North Carolina), <a href=../../../college/schools/profile.asp?T=20791>Bakersfield College</a> (Bakersfield, California)",1,Campbell,Campbell,1
"<a href=../../../college/schools/profile.asp?T=20017>University of Kentucky</a> (Lexington, Kentucky), <a href=../../../college/schools/profile.asp?T=20611>Salt Lake Community College</a> (Salt Lake City, Utah)",1,Kentucky,Kentucky,1
"<a href=../../../college/schools/profile.asp?T=20006>University of North Carolina</a> (Chapel Hill, North Carolina), <a href=../../../college/schools/profile.asp?T=20882>Pitt Community College</a> (Greenville, North Carolina), <a href=../../../college/schools/profile.asp?T=20592>Mount Olive College</a> (Mount Olive, North Carolina)",1,North Carolina,North Carolina,1
"<a href=../../../college/schools/profile.asp?T=21931>Columbia University</a> (New York, New York), <a href=../../../college/schools/profile.asp?T=21809>Whitman College</a> (Walla Walla, Washington)",1,Columbia,Columbia,1
"<a href=../../../college/schools/profile.asp?T=20287>Baylor University</a> (Waco, Texas), <a href=../../../college/schools/profile.asp?T=21390>Cisco Junior College</a> (Cisco, Texas)",1,Baylor,Baylor,1
"<a href=../../../college/schools/profile.asp?T=20115>Creighton University</a> (Omaha, Nebraska), <a href=../../../college/schools/profile.asp?T=20538>Embry-Riddle University</a> (Daytona Beach, Florida)",1,Creighton,Creighton,1
"<a href=../../../college/schools/profile.asp?T=20048>University of Alabama</a> (Tuscaloosa, Alabama), <a href=../../../college/schools/profile.asp?T=21509>Jones County Junior College</a> (Ellisville, Mississippi)",1,Alabama,Alabama,1
"<a href=../../../college/schools/profile.asp?T=20242>Bradley University</a> (Peoria, Illinois), <a href=../../../college/schools/profile.asp?T=20490>Indian Hills Community College-Centerville</a> (Centerville, Iowa)",1,Bradley,Bradley,1
"<a href=../../../college/schools/profile.asp?T=20029>University of California-Irvine</a> (Irvine, California), <a href=../../../college/schools/profile.asp?T=20330>Fullerton College</a> (Fullerton, California)",1,California,UC Irvine,1
"<a href=../../../college/schools/profile.asp?T=21265>Seattle University</a> (Seattle, Washington), <a href=../../../college/schools/profile.asp?T=21650>Pierce College</a> (Lakewood, Washington)",1,Seattle,Seattle,1
"<a href=../../../college/schools/profile.asp?T=20185>University of Pennsylvania</a> (Philadelphia, Pennsylvania), <a href=../../../college/schools/profile.asp?T=21973>Emory University</a> (Atlanta, Georgia)",1,Pennsylvania,Pennsylvania,1
"<a href=../../../college/schools/profile.asp?T=20344>University of Arkansas</a> (Fayetteville, Arkansas), <a href=../../../college/schools/profile.asp?T=20668>Walters State Community College</a> (Morristown, Tennessee)",1,Arkansas,Arkansas,1
"<a href=../../../college/schools/profile.asp?T=20240>Marshall University</a> (Huntington, West Virginia), <a href=../../../college/schools/profile.asp?T=21995>Gateway Community College</a> (Phoenix, Arizona)",1,Marshall,Marshall,1
"<a href=../../../college/schools/profile.asp?T=20215>University of North Carolina-Greensboro</a> (Greensboro, North Carolina), <a href=../../../college/schools/profile.asp?T=20889>St. Johns River State College</a> (Palatka, Florida)",1,North Carolina,UNC-Greensboro,2
"<a href=../../../college/schools/profile.asp?T=20115>Creighton University</a> (Omaha, Nebraska), <a href=../../../college/schools/profile.asp?T=20862>South Mountain Community College</a> (Phoenix, Arizona)",1,Creighton,Creighton,1
"<a href=../../../college/schools/profile.asp?T=20492>University of Arkansas-Little Rock</a> (Little Rock, Arkansas), <a href=../../../college/schools/profile.asp?T=20611>Salt Lake Community College</a> (Salt Lake City, Utah)",1,Arkansas,Arkansas,2
"<a href=../../../college/schools/profile.asp?T=20010>Long Beach State University</a> (Long Beach, California), <a href=../../../college/schools/profile.asp?T=20008>University of California</a> (Berkeley, California)",2,California,Long Beach State,2
"<a href=../../../college/schools/profile.asp?T=20219>Missouri State University</a> (Springfield, Missouri)",2,Missouri,Missouri State,2
"<a href=../../../college/schools/profile.asp?T=20093>Oklahoma State University</a> (Stillwater, Oklahoma), <a href=../../../college/schools/profile.asp?T=20200>University of Tampa</a> (Tampa, Florida)",2,Oklahoma,Oklahoma State,2
"<a href=../../../college/schools/profile.asp?T=20214>University of Oklahoma</a> (Norman, Oklahoma), <a href=../../../college/schools/profile.asp?T=20739>Rider University</a> (Lawrenceville, New Jersey)",2,Oklahoma,Rider,1
"<a href=../../../college/schools/profile.asp?T=20065>Loyola Marymount University</a> (Los Angeles, California), <a href=../../../college/schools/profile.asp?T=20442>University of California-Davis</a> (Davis, California)",2,California,Loyola Marymount,2
"<a href=../../../college/schools/profile.asp?T=20041>Florida International University</a> (Miami, Florida), <a href=../../../college/schools/profile.asp?T=20208>College of Central Florida</a> (Ocala, Florida)",2,Central Florida,Florida,3
"<a href=../../../college/schools/profile.asp?T=20089>Clemson University</a> (Clemson, South Carolina), <a href=../../../college/schools/profile.asp?T=20177>University of Florida</a> (Gainesville, Florida)",2,Clemson,Florida,1
"<a href=../../../college/schools/profile.asp?T=20272>Oregon State University</a> (Corvallis, Oregon)",2,Oregon,Oregon State,2
"<a href=../../../college/schools/profile.asp?T=20630>Saint Xavier University</a> (Chicago, Illinois), <a href=../../../college/schools/profile.asp?T=20328>Northeastern University</a> (Boston, Massachusetts)",2,Northeastern,Xavier,3
"<a href=../../../college/schools/profile.asp?T=20180>University of Maine</a> (Orono, Maine), <a href=../../../college/schools/profile.asp?T=20328>Northeastern University</a> (Boston, Massachusetts)",2,Maine,Northeastern,1
"<a href=../../../college/schools/profile.asp?T=20008>University of California</a> (Berkeley, California), <a href=../../../college/schools/profile.asp?T=20065>Loyola Marymount University</a> (Los Angeles, California)",2,California,Loyola Marymount,1
"<a href=../../../college/schools/profile.asp?T=20022>Florida State University</a> (Tallahassee, Florida)",2,Florida,Florida State,2
"<a href=../../../college/schools/profile.asp?T=20006>University of North Carolina</a> (Chapel Hill, North Carolina), <a href=../../../college/schools/profile.asp?T=20240>Marshall University</a> (Huntington, West Virginia)",2,Marshall,North Carolina,2
"<a href=../../../college/schools/profile.asp?T=20124>Georgia Tech</a> (Atlanta, Georgia)",2,Georgia,Georgia Tech,2
"<a href=../../../college/schools/profile.asp?T=20357>University of Cincinnati</a> (Cincinnati, Ohio), <a href=../../../college/schools/profile.asp?T=20240>Marshall University</a> (Huntington, West Virginia)",2,Cincinnati,Marshall,1
"<a href=../../../college/schools/profile.asp?T=20543>Florida Atlantic University</a> (Boca Raton, Florida)",2,Florida,Florida Atlantic,2
"<a href=../../../college/schools/profile.asp?T=20075>Palm Beach State College</a> (Lake Worth, Florida), <a href=../../../college/schools/profile.asp?T=20353>University of South Florida</a> (Tampa, Florida)",2,Florida,South Florida,3
"<a href=../../../college/schools/profile.asp?T=20147>Mississippi State University</a> (Starkville, Mississippi), <a href=../../../college/schools/profile.asp?T=21165>Harding University</a> (Searcy, Arkansas)",2,Mississippi,Mississippi State,2
"<a href=../../../college/schools/profile.asp?T=20274>Florida Southern College</a> (Lakeland, Florida)",2,Florida,Southern,3
"<a href=../../../college/schools/profile.asp?T=20001>San Diego State University</a> (San Diego, California), <a href=../../../college/schools/profile.asp?T=20116>Cypress College</a> (Cypress, California)",2,San Diego,San Diego State,2
"<a href=../../../college/schools/profile.asp?T=20453>Indiana University of Pennsylvania</a> (Indiana, Pennsylvania)",2,Indiana,Pennsylvania,3
"<a href=../../../college/schools/profile.asp?T=20588>Morehead State University</a> (Morehead, Kentucky), <a href=../../../college/schools/profile.asp?T=20701>Winthrop University</a> (Rock Hill, South Carolina), <a href=../../../college/schools/profile.asp?T=20929>Rend Lake College</a> (Ina, Illinois)",2,Morehead State,Winthrop,
"<a href=../../../college/schools/profile.asp?T=20009>University of South Alabama</a> (Mobile, Alabama)",2,Alabama,South Alabama,
"<a href=../../../college/schools/profile.asp?T=20521>California Baptist University</a> (Riverside, California)",2,California,California Baptist,
"<a href=../../../college/schools/profile.asp?T=21191>University of North Georgia</a> (Dahlonega, Georgia), <a href=../../../college/schools/profile.asp?T=20795>South Georgia State College</a> (Douglas, Georgia)",2,Georgia,Georgia State,
"<a href=../../../college/schools/profile.asp?T=20032>Rice University</a> (Houston, Texas), <a href=../../../college/schools/profile.asp?T=20109>University of Central Missouri</a> (Warrensburg, Missouri)",2,Missouri,Rice,
"<a href=../../../college/schools/profile.asp?T=20599>Oklahoma City University</a> (Oklahoma City, Oklahoma), <a href=../../../college/schools/profile.asp?T=21055>Northeastern Junior College</a> (Sterling, Colorado)",2,Northeastern,Oklahoma,
"<a href=../../../college/schools/profile.asp?T=20648>University of Louisiana at Lafayette</a> (Lafayette, Louisiana), <a href=../../../college/schools/profile.asp?T=20274>Florida Southern College</a> (Lakeland, Florida)",2,Florida,Southern,
"<a href=../../../college/schools/profile.asp?T=20577>Marist College</a> (Poughkeepsie, New York), <a href=../../../college/schools/profile.asp?T=21218>Slippery Rock University of Pennsylvania</a> (Slippery Rock, Pennsylvania), <a href=../../../college/schools/profile.asp?T=21448>Frederick Community College</a> (Frederick, Maryland)",2,Marist,Pennsylvania,
"<a href=../../../college/schools/profile.asp?T=20020>Hawaii Pacific University</a> (Honolulu, Hawaii)",2,Hawaii,Pacific,
"<a href=../../../college/schools/profile.asp?T=20001>San Diego State University</a> (San Diego, California), <a href=../../../college/schools/profile.asp?T=22376>Academy of Art</a> (San Francisco,CA), <a href=../../../college/schools/profile.asp?T=21213>Sierra College</a> (Rocklin, California)",2,San Diego,San Diego State,
"<a href=../../../college/schools/profile.asp?T=20274>Florida Southern College</a> (Lakeland, Florida), <a href=../../../college/schools/profile.asp?T=20345>Hillsborough Community College</a> (Tampa, Florida)",2,Florida,Southern,
"<a href=../../../college/schools/profile.asp?T=20274>Florida Southern College</a> (Lakeland, Florida), <a href=../../../college/schools/profile.asp?T=20205>State College of Florida Manatee-Sarasota</a> (Bradenton, Florida), <a href=../../../college/schools/profile.asp?T=20866>Florida Gateway College</a> (Lake City, Florida)",2,Florida,Southern,
"<a href=../../../college/schools/profile.asp?T=22397>Northwestern Ohio</a> (Lima,OH), <a href=../../../college/schools/profile.asp?T=21781>Vincennes University</a> (Vincennes, Indiana)",2,Northwestern,Ohio,
"<a href=../../../college/schools/profile.asp?T=20492>University of Arkansas-Little Rock</a> (Little Rock, Arkansas), <a href=../../../college/schools/profile.asp?T=20404>Minnesota State University-Mankato</a> (Mankato, Minnesota)",2,Arkansas,Minnesota,
"<a href=../../../college/schools/profile.asp?T=20001>San Diego State University</a> (San Diego, California)",2,San Diego,San Diego State,
"<a href=../../../college/schools/profile.asp?T=20426>Southern Connecticut State University</a> (New Haven, Connecticut)",2,Connecticut,Southern,
"<a href=../../../college/schools/profile.asp?T=20274>Florida Southern College</a> (Lakeland, Florida), <a href=../../../college/schools/profile.asp?T=20212>Polk State College</a> (Winter Haven, Florida)",2,Florida,Southern,
"<a href=../../../college/schools/profile.asp?T=20663>Vanguard University of Southern California</a> (Costa Mesa, California), <a href=../../../college/schools/profile.asp?T=20121>El Camino College</a> (Torrance, California)",2,California,Southern,
"<a href=../../../college/schools/profile.asp?T=20070>George Washington University</a> (Washington, DC), <a href=../../../college/schools/profile.asp?T=20345>Hillsborough Community College</a> (Tampa, Florida), <a href=../../../college/schools/profile.asp?T=20624>Saint Leo University</a> (Saint Leo, Florida)",2,George Washington,Washington,
"<a href=../../../college/schools/profile.asp?T=20017>University of Kentucky</a> (Lexington, Kentucky), <a href=../../../college/schools/profile.asp?T=20860>Northern Kentucky University</a> (Erlanger, Kentucky)",2,Kentucky,Northern Kentucky,
"<a href=../../../college/schools/profile.asp?T=20891>University of Illinois-Chicago</a> (Chicago, Illinois), <a href=../../../college/schools/profile.asp?T=21612>North Park University</a> (Chicago, Illinois)",2,Illinois,Illinois-Chicago,
"<a href=../../../college/schools/profile.asp?T=20860>Northern Kentucky University</a> (Erlanger, Kentucky)",2,Kentucky,Northern Kentucky,
"<a href=../../../college/schools/profile.asp?T=20174>Eastern Illinois University</a> (Charleston, Illinois)",2,Eastern Illinois,Illinois,
"<a href=../../../college/schools/profile.asp?T=20450>University of Hawaii</a> (Honolulu, Hawaii), <a href=../../../college/schools/profile.asp?T=21200>Oklahoma Baptist University</a> (Shawnee, Oklahoma), <a href=../../../college/schools/profile.asp?T=20226>Santa Barbara City College</a> (Santa Barbara, California)",2,Hawaii,Oklahoma,
"<a href=../../../college/schools/profile.asp?T=21607>North Central Texas College</a> (Gainesville, Texas), <a href=../../../college/schools/profile.asp?T=20599>Oklahoma City University</a> (Oklahoma City, Oklahoma)",2,Oklahoma,Texas,
"<a href=../../../college/schools/profile.asp?T=20272>Oregon State University</a> (Corvallis, Oregon), <a href=../../../college/schools/profile.asp?T=21217>Skagit Valley College</a> (Mount Vernon, Washington)",2,Oregon,Oregon State,
"<a href=../../../college/schools/profile.asp?T=20023>Texas A&M University</a> (College Station, Texas), <a href=../../../college/schools/profile.asp?T=20323>Texarkana College</a> (Texarkana, Texas)",2,Texas,Texas A&M,
"<a href=../../../college/schools/profile.asp?T=20346>University of Massachusetts-Lowell</a> (Lowell, Massachusetts)",2,Massachusetts,Massachusetts-Lowell,
"<a href=../../../college/schools/profile.asp?T=20288>Quinnipiac University</a> (Hamden, Connecticut), <a href=../../../college/schools/profile.asp?T=20119>Eastern Connecticut State University</a> (Willimantic, Connecticut)",2,Connecticut,Quinnipiac,
"<a href=../../../college/schools/profile.asp?T=20094>Wake Forest University</a> (Winston-Salem, North Carolina), <a href=../../../college/schools/profile.asp?T=20366>Abilene Christian University</a> (Abilene, Texas)",2,Abilene Christian,Wake Forest,
"<a href=../../../college/schools/profile.asp?T=20115>Creighton University</a> (Omaha, Nebraska), <a href=../../../college/schools/profile.asp?T=20862>South Mountain Community College</a> (Phoenix, Arizona), <a href=../../../college/schools/profile.asp?T=21048>Missouri Baptist University</a> (St. Louis, Missouri)",2,Creighton,Missouri,
"<a href=../../../college/schools/profile.asp?T=20643>California University of Pennsylvania</a> (California, Pennsylvania)",2,California,Pennsylvania,
"<a href=../../../college/schools/profile.asp?T=22239>Texas A&M International University</a> (Laredo, Texas), <a href=../../../college/schools/profile.asp?T=20252>Yavapai College</a> (Prescott, Arizona)",2,Texas,Texas A&M,
"<a href=../../../college/schools/profile.asp?T=20022>Florida State University</a> (Tallahassee, Florida), <a href=../../../college/schools/profile.asp?T=20012>St. Petersburg College</a> (St. Petersburg, Florida)",2,Florida,Florida State,
"<a href=../../../college/schools/profile.asp?T=20509>Azusa Pacific University</a> (Azusa, California), <a href=../../../college/schools/profile.asp?T=20155>Oxnard College</a> (Oxnard, California), <a href=../../../college/schools/profile.asp?T=20187>University of San Diego</a> (San Diego, California)",2,Pacific,San Diego,
"<a href=../../../college/schools/profile.asp?T=20559>Grayson County College</a> (Denison, Texas), <a href=../../../college/schools/profile.asp?T=20751>Southeastern Oklahoma State University</a> (Durant, Oklahoma)",2,Oklahoma,Oklahoma State,
"<a href=../../../college/schools/profile.asp?T=20398>Kansas State University</a> (Manhattan, Kansas)",2,Kansas,Kansas State,
"<a href=../../../college/schools/profile.asp?T=20472>University of Utah</a> (Salt Lake City, Utah), <a href=../../../college/schools/profile.asp?T=20252>Yavapai College</a> (Prescott, Arizona), <a href=../../../college/schools/profile.asp?T=20404>Minnesota State University-Mankato</a> (Mankato, Minnesota)",2,Minnesota,Utah,
"<a href=../../../college/schools/profile.asp?T=21086>Western Oklahoma State College</a> (Altus, Oklahoma)",2,Oklahoma,Oklahoma State,
"<a href=../../../college/schools/profile.asp?T=20016>Texas State University</a> (San Marcos, Texas)",2,Texas,Texas State,
"<a href=../../../college/schools/profile.asp?T=20016>Texas State University</a> (San Marcos, Texas), <a href=../../../college/schools/profile.asp?T=20068>McLennan Community College</a> (Waco, Texas)",2,Texas,Texas State,
"<a href=../../../college/schools/profile.asp?T=22353>North Carolina Central University</a> (Durham, North Carolina), <a href=../../../college/schools/profile.asp?T=22420>Wake Technical College</a> (Raleigh,NC)",2,North Carolina,North Carolina Central,
"<a href=../../../college/schools/profile.asp?T=20070>George Washington University</a> (Washington, DC)",2,George Washington,Washington,
"<a href=../../../college/schools/profile.asp?T=20443>University of Central Florida</a> (Orlando, Florida), <a href=../../../college/schools/profile.asp?T=20505>University of West Florida</a> (Pensacola, Florida)",2,Central Florida,Florida,
"<a href=../../../college/schools/profile.asp?T=20169>Texas Tech University</a> (Lubbock, Texas), <a href=../../../college/schools/profile.asp?T=20614>Shelton State Community College</a> (Tuscaloosa, Alabama)",2,Texas,Texas Tech,
"<a href=../../../college/schools/profile.asp?T=20853>Columbia State Community College</a> (Columbia, Tennessee), <a href=../../../college/schools/profile.asp?T=21457>Georgetown College</a> (Georgetown, Kentucky), <a href=../../../college/schools/profile.asp?T=20378>Carson-Newman College</a> (Jefferson City, Tennessee)",2,Columbia,Georgetown,
"<a href=../../../college/schools/profile.asp?T=20274>Florida Southern College</a> (Lakeland, Florida), <a href=../../../college/schools/profile.asp?T=20205>State College of Florida Manatee-Sarasota</a> (Bradenton, Florida)",2,Florida,Southern,
"<a href=../../../college/schools/profile.asp?T=20538>Embry-Riddle University</a> (Daytona Beach, Florida), <a href=../../../college/schools/profile.asp?T=20012>St. Petersburg College</a> (St. Petersburg, Florida), <a href=../../../college/schools/profile.asp?T=20208>College of Central Florida</a> (Ocala, Florida)",2,Central Florida,Florida,
"<a href=../../../college/schools/profile.asp?T=20129>Illinois State University</a> (Normal, Illinois), <a href=../../../college/schools/profile.asp?T=20682>St. Louis Community College-Meramec</a> (Kirkwood, Missouri), <a href=../../../college/schools/profile.asp?T=20907>Wabash Valley College</a> (Mount Carmel, Illinois)",2,Illinois,Illinois State,
"<a href=../../../college/schools/profile.asp?T=20522>Charleston Southern University</a> (Charleston, South Carolina), <a href=../../../college/schools/profile.asp?T=21127>Bellevue University</a> (Bellevue, Nebraska), <a href=../../../college/schools/profile.asp?T=20127>Gulf Coast State College</a> (Panama City, Florida)",2,Charleston Southern,Southern,
"<a href=../../../college/schools/profile.asp?T=20181>University of Massachusetts</a> (Amherst, Massachusetts), <a href=../../../college/schools/profile.asp?T=22171>Rhode Island College</a> (Providence, Rhode Island)",2,Massachusetts,Rhode Island,
"<a href=../../../college/schools/profile.asp?T=20348>Penn State University</a> (University Park, Pennsylvania), <a href=../../../college/schools/profile.asp?T=20692>East Stroudsburg University of Pennsylvania</a> (East Stroudsburg, Pennsylvania)",2,Penn State,Pennsylvania,
"<a href=../../../college/schools/profile.asp?T=20443>University of Central Florida</a> (Orlando, Florida)",2,Central Florida,Florida,
"<a href=../../../college/schools/profile.asp?T=20129>Illinois State University</a> (Normal, Illinois), <a href=../../../college/schools/profile.asp?T=20514>Black Hawk College</a> (Moline, Illinois)",2,Illinois,Illinois State,
"<a href=../../../college/schools/profile.asp?T=20074>Pepperdine University</a> (Malibu, California), <a href=../../../college/schools/profile.asp?T=20454>University of Kansas</a> (Lawrence, Kansas)",2,Kansas,Pepperdine,
"<a href=../../../college/schools/profile.asp?T=20644>University of California-San Diego</a> (San Diego, California)",2,California,San Diego,
"<a href=../../../college/schools/profile.asp?T=20124>Georgia Tech</a> (Atlanta, Georgia), <a href=../../../college/schools/profile.asp?T=20378>Carson-Newman College</a> (Jefferson City, Tennessee)",2,Georgia,Georgia Tech,
"<a href=../../../college/schools/profile.asp?T=20537>Elon University</a> (Elon, North Carolina), <a href=../../../college/schools/profile.asp?T=20466>University of Rhode Island</a> (Kingston, Rhode Island)",2,Elon,Rhode Island,
"<a href=../../../college/schools/profile.asp?T=20223>University of Connecticut</a> (Storrs, Connecticut), <a href=../../../college/schools/profile.asp?T=20426>Southern Connecticut State University</a> (New Haven, Connecticut), <a href=../../../college/schools/profile.asp?T=21127>Bellevue University</a> (Bellevue, Nebraska)",2,Connecticut,Southern,
"<a href=../../../college/schools/profile.asp?T=20896>University of Dayton</a> (Dayton, Ohio), <a href=../../../college/schools/profile.asp?T=20048>University of Alabama</a> (Tuscaloosa, Alabama), <a href=../../../college/schools/profile.asp?T=20695>Angelina College</a> (Lufkin, Texas)",2,Alabama,Dayton,
"<a href=../../../college/schools/profile.asp?T=22240>Texas A&M University-Corpus Christi</a> (Corpus Christi, Texas), <a href=../../../college/schools/profile.asp?T=20252>Yavapai College</a> (Prescott, Arizona)",2,Texas,Texas A&M,
"<a href=../../../college/schools/profile.asp?T=20447>Eastern Michigan University</a> (Ypsilanti, Michigan)",2,Eastern Michigan,Michigan,
"<a href=../../../college/schools/profile.asp?T=20522>Charleston Southern University</a> (Charleston, South Carolina)",2,Charleston Southern,Southern,
"<a href=../../../college/schools/profile.asp?T=20494>University of Central Arkansas</a> (Conway, Arkansas)",2,Arkansas,Central Arkansas,
"<a href=../../../college/schools/profile.asp?T=20165>Seton Hall University</a> (South Orange, New Jersey), <a href=../../../college/schools/profile.asp?T=22071>Lynn University</a> (Boca Raton, Florida), <a href=../../../college/schools/profile.asp?T=21065>Rutgers University-Camden</a> (Camden, New York)",2,Rutgers,Seton Hall,
"<a href=../../../college/schools/profile.asp?T=20018>University of Memphis</a> (Memphis, Tennessee), <a href=../../../college/schools/profile.asp?T=20801>Jackson State Community College</a> (Jackon, Tennessee)",2,Jackson State,Memphis,
"<a href=../../../college/schools/profile.asp?T=20615>Siena College</a> (Loudonville, New York), <a href=../../../college/schools/profile.asp?T=20890>University of Alabama-Huntsville</a> (Huntsville, Alabama)",2,Alabama,Siena College,
"<a href=../../../college/schools/profile.asp?T=20152>Ohio State University</a> (Columbus, Ohio)",2,Ohio,Ohio State,
"<a href=../../../college/schools/profile.asp?T=20443>University of Central Florida</a> (Orlando, Florida), <a href=../../../college/schools/profile.asp?T=20224>Catonsville Community College</a> (Catonsville, Maryland)",2,Central Florida,Florida,
"<a href=../../../college/schools/profile.asp?T=20374>Bethune-Cookman University</a> (Daytona Beach, Florida), <a href=../../../college/schools/profile.asp?T=20599>Oklahoma City University</a> (Oklahoma City, Oklahoma)",2,Bethune-Cookman,Oklahoma,
"<a href=../../../college/schools/profile.asp?T=20456>University of Louisiana-Monroe</a> (Monroe, Louisiana), <a href=../../../college/schools/profile.asp?T=20852>Mississippi Gulf Coast Community College</a> (Gulfport, Mississippi)",2,Louisiana-Monroe,Mississippi,
"<a href=../../../college/schools/profile.asp?T=20021>Arizona State University</a> (Tempe, Arizona), <a href=../../../college/schools/profile.asp?T=20423>Sonoma State University</a> (Rohnert Park, California), <a href=../../../college/schools/profile.asp?T=21995>Gateway Community College</a> (Phoenix, Arizona)",2,Arizona,Arizona State,
"<a href=../../../college/schools/profile.asp?T=20070>George Washington University</a> (Washington, DC), <a href=../../../college/schools/profile.asp?T=20333>Saddleback College</a> (Mission Viejo, California)",2,George Washington,Washington,
"<a href=../../../college/schools/profile.asp?T=22297>University of Tennessee-Martin</a> (Martin, Tennessee)",2,Tennessee,Tennessee-Martin,
"<a href=../../../college/schools/profile.asp?T=20193>University of Texas</a> (Austin, Texas), <a href=../../../college/schools/profile.asp?T=20659>University of Texas-Arlington</a> (Arlington, Texas)",2,Texas,Texas-Arlington,
"<a href=../../../college/schools/profile.asp?T=20071>Auburn University</a> (Auburn, Alabama), <a href=../../../college/schools/profile.asp?T=20542>Flagler College</a> (St. Augustine, Florida), <a href=../../../college/schools/profile.asp?T=20163>Seminole State College of Florida</a> (Altamonte Springs, Florida)",2,Auburn,Florida,
"<a href=../../../college/schools/profile.asp?T=22297>University of Tennessee-Martin</a> (Martin, Tennessee), <a href=../../../college/schools/profile.asp?T=20873>Lake Sumter Community College</a> (Leesburg, Florida)",2,Tennessee,Tennessee-Martin,
"<a href=../../../college/schools/profile.asp?T=20500>Saint Louis University</a> (St. Louis, Missouri), <a href=../../../college/schools/profile.asp?T=20104>Butler Community College</a> (El Dorado, Kansas)",2,Butler,Saint Louis,
"<a href=../../../college/schools/profile.asp?T=20035>Crowder College</a> (Neosho, Missouri), <a href=../../../college/schools/profile.asp?T=20219>Missouri State University</a> (Springfield, Missouri)",2,Missouri,Missouri State,
"<a href=../../../college/schools/profile.asp?T=20440>University of Arkansas-Pine Bluff</a> (Pine Bluff, Arkansas)",2,Arkansas,Arkansas-Pine Bluff,
"<a href=../../../college/schools/profile.asp?T=20145>Michigan State University</a> (East Lansing, Michigan)",2,Michigan,Michigan State,
"<a href=../../../college/schools/profile.asp?T=20219>Missouri State University</a> (Springfield, Missouri), <a href=../../../college/schools/profile.asp?T=20133>Jefferson College</a> (Hillsboro, Missouri)",2,Missouri,Missouri State,
"<a href=../../../college/schools/profile.asp?T=20214>University of Oklahoma</a> (Norman, Oklahoma), <a href=../../../college/schools/profile.asp?T=22362>Rogers State University</a> (Claremore,OK), <a href=../../../college/schools/profile.asp?T=20885>Eastern Oklahoma State College</a> (Wilburton, Oklahoma)",2,Oklahoma,Oklahoma State,
"<a href=../../../college/schools/profile.asp?T=20258>Sam Houston State University</a> (Huntsville, Texas)",2,Houston,Sam Houston State,
"<a href=../../../college/schools/profile.asp?T=20006>University of North Carolina</a> (Chapel Hill, North Carolina), <a href=../../../college/schools/profile.asp?T=20091>University of South Carolina</a> (Columbia, South Carolina)",2,North Carolina,South Carolina,
"<a href=../../../college/schools/profile.asp?T=20181>University of Massachusetts</a> (Amherst, Massachusetts), <a href=../../../college/schools/profile.asp?T=22203>Southern New Hampshire University</a> (Manchester, New Hampshire)",2,Massachusetts,Southern,
"<a href=../../../college/schools/profile.asp?T=20181>University of Massachusetts</a> (Amherst, Massachusetts), <a href=../../../college/schools/profile.asp?T=20346>University of Massachusetts-Lowell</a> (Lowell, Massachusetts)",2,Massachusetts,Massachusetts-Lowell,
"<a href=../../../college/schools/profile.asp?T=20652>University of North Carolina at Wilmington</a> (Wilmington, North Carolina), <a href=../../../college/schools/profile.asp?T=21014>College of Charleston</a> (Charleston, South Carolina)",2,College of Charleston,North Carolina,
"<a href=../../../college/schools/profile.asp?T=20270>Central Michigan University</a> (Mount Pleasant, Michigan)",2,Central Michigan,Michigan,
"<a href=../../../college/schools/profile.asp?T=21632>Oakland University</a> (Auburn Hills, Michigan), <a href=../../../college/schools/profile.asp?T=20556>Georgia College & State University</a> (Milledgeville, Georgia)",2,Georgia,Oakland,
"<a href=../../../college/schools/profile.asp?T=21988>Florida Gulf Coast University</a> (Fort Myers, Florida), <a href=../../../college/schools/profile.asp?T=20787>Broward College</a> (Fort Lauderdale, Florida)",2,Florida,Florida Gulf Coast,
"<a href=../../../college/schools/profile.asp?T=21988>Florida Gulf Coast University</a> (Fort Myers, Florida)",2,Florida,Florida Gulf Coast,
